Customer_Id,Age,Monthly_Income,Credit_Score,Credit_Score_Band,Loan_Amount,Interest_Rate,Loan_Term,Loan_Type,Debt_Income,Repayment_Status,Transaction_Id,Gender,Transaction_Amount,Transaction_Type,Transaction_Date,Transaction_Year,Transaction_Month,Product_Id,Product_Name,Interaction_Date,Interaction_Year,Interaction_Day_Name,Interaction_Type,Transaction_Frequency
C07,22,93854.09,409,Poor,633405.52,10.71,36,Mortgage,6.748832363086148,0,ebc3ed45-86b2-4462-9609-88cd54e9db06,Male,1510.39,Withdrawal,2024-08-21,2024,8,P024,Travel Loan,2023-12-23,2023,Saturday,Clicked,10
C05,57,87606.33,850,Excellent,320436.26,1.72,36,Education,3.6576838682775548,0,51d236d6-9ce8-4ad0-b569-49bfad05d547,Female,1536.17,Deposit,2024-10-29,2024,10,P018,Auto Refinance,2024-05-06,2024,Monday,Purchased,8
C030,29,149948.61,724,Good,361524.72,11.11,24,Education,2.410990805449947,1,b3293929-b83b-490e-85fb-dc3ebd327b41,Male,1173.75,Deposit,2024-07-31,2024,7,P027,Holiday Loan,2023-12-26,2023,Tuesday,Purchased,1
C052,35,33276.92,486,Poor,820656.13,1.48,48,Education,24.66142088871206,0,90c0e01e-9365-4f52-be6c-6b526ab308eb,Male,366.8,Deposit,2024-07-31,2024,7,P047,Healthcare Savings,2024-11-27,2024,Wednesday,Clicked,1
C012,67,62121.51,464,Poor,892185.48,5.2,48,Personal,14.361941298593674,0,2ad6a84b-463d-4a61-8fde-890c4262fce0,Male,870.04,Deposit,2024-01-14,2024,1,P08,Student Loan,2023-12-23,2023,Saturday,Viewed,6
C051,58,160301.97,746,Excellent,185069.1,12.07,36,Auto,1.1545029671188696,0,0db74d4f-52ac-4e91-b74e-cb2d96d03d56,Male,1717.91,Withdrawal,2024-07-29,2024,7,P021,Cash Credit,2024-01-29,2024,Monday,Purchased,4
C037,60,106135.42,521,Poor,271501.61,6.59,12,Mortgage,2.5580678910018917,0,37934b46-6f9e-491a-8779-7ad1d652e632,Male,137.56,Withdrawal,2024-06-11,2024,6,P04,Personal Loan,2024-11-25,2024,Monday,Viewed,7
C047,36,190047.11,828,Excellent,257276.79,3.23,60,Personal,1.3537527089993635,0,45a76fdc-65c5-48a9-a93d-08c86e194fcc,Female,1067.22,Deposit,2024-07-18,2024,7,P023,Long-Term Loan,2024-11-09,2024,Saturday,Purchased,3
C06,48,116843.89,544,Poor,307077.26,12.48,24,Education,2.628098568097998,0,c92f1c27-7a39-4ac5-b996-64bd17522a65,Female,1593.44,Deposit,2024-12-05,2024,12,P029,Small Business Loan,2024-04-14,2024,Sunday,Clicked,6
C071,60,46389.34,839,Excellent,228853.51,6.65,48,Business,4.933321103512144,0,d976be2f-4280-43f8-ad68-28ec25230ba7,Male,1258.06,Deposit,2024-08-15,2024,8,P05,Home Loan,2024-10-05,2024,Saturday,Clicked,4
C016,53,170883.52,440,Poor,742596.08,13.01,24,Personal,4.345627243633558,0,e9b3ce47-147c-476f-865b-5784cb03ca24,Female,1111.33,Deposit,2024-02-12,2024,2,P043,Money Market Account,2024-11-26,2024,Tuesday,Clicked,8
C052,62,63517.98,490,Poor,853186.49,6.91,36,Business,13.432204393149782,0,436bc868-c7fe-42c5-891d-ee4beefa00c6,Female,209.93,Deposit,2024-08-07,2024,8,P09,Investment Fund,2024-11-22,2024,Friday,Purchased,1
C081,29,83205.08,440,Poor,620481.51,14.07,36,Mortgage,7.457255133941341,1,5983e693-47bf-4884-899c-3dc62fe2146d,Female,275.59,Withdrawal,2024-04-15,2024,4,P012,Mutual Fund,2024-11-24,2024,Sunday,Purchased,9
C026,48,63288.87,681,Good,435182.15,5.27,24,Auto,6.8761245065680585,0,0029315d-5864-4c0c-8710-09e7baf35ecf,Male,20.8,Deposit,2024-06-03,2024,6,P034,Stock Investment,2024-06-02,2024,Sunday,Viewed,2
C052,67,27406.99,506,Poor,724794.28,7.9,36,Auto,26.445599462035048,0,0c20c94a-c9ab-432c-bb21-d3e99f0843c0,Female,787.12,Deposit,2024-04-13,2024,4,P014,Certificate of Deposit,2024-03-20,2024,Wednesday,Viewed,1
C064,32,110828.15,639,Fair,475996.38,5.43,12,Auto,4.294905039919913,0,0eeb49e7-2809-4f59-a32a-e0e236fcf29c,Male,1159.76,Deposit,2024-03-04,2024,3,P09,Investment Fund,2024-11-17,2024,Sunday,Purchased,9
C013,23,166921.16,725,Good,960861.51,12.03,48,Education,5.7563792990654985,0,3b281592-fb9a-480b-99a6-ec834b1ee049,Female,459.86,Deposit,2024-02-11,2024,2,P049,Auto Insurance,2024-03-08,2024,Friday,Viewed,1
C025,54,123525.61,805,Excellent,797965.03,10.75,48,Personal,6.459915721120503,0,22e9f040-8019-42ba-a483-c4a1e964ceac,Female,854.76,Deposit,2024-08-06,2024,8,P01,Savings Account,2024-09-14,2024,Saturday,Viewed,6
C028,39,138918.37,579,Poor,672343.96,3.51,24,Education,4.839849186252329,0,fd11f203-5034-447b-92c0-d80f1ddeeaac,Female,1250.17,Deposit,2024-08-05,2024,8,P047,Healthcare Savings,2024-02-26,2024,Monday,Viewed,10
C054,23,93846.58,497,Poor,251327.15,14.36,60,Mortgage,2.678064027479744,0,a107c515-de62-4bce-9bba-af513adcbc55,Male,119.19,Withdrawal,2024-03-17,2024,3,P022,Short-Term Loan,2024-01-04,2024,Thursday,Viewed,4
C090,46,197011.06,612,Fair,126460.27,13.22,36,Personal,0.6418942672558586,0,adb748c0-f601-443e-8f56-1178fcf42c8f,Female,844.29,Withdrawal,2024-08-17,2024,8,P032,Education Savings Plan,2024-10-04,2024,Friday,Clicked,1
C086,42,68178.46,384,Poor,289793.32,1.35,36,Business,4.25051137852043,0,cd399f30-8343-4275-a79a-08a1fd3123c0,Male,1531.57,Deposit,2024-02-09,2024,2,P012,Mutual Fund,2024-01-24,2024,Wednesday,Clicked,3
C086,44,49558.93,315,Poor,500057.22,12.39,12,Business,10.090153681687639,1,3f6c7ae2-9d5a-45a5-95ca-b58e19aa72d0,Male,1719.79,Deposit,2024-04-29,2024,4,P041,Retirement Savings,2024-06-09,2024,Sunday,Viewed,3
C082,54,20089.72,581,Fair,211262.52,6.89,12,Personal,10.515951441831941,1,2cbe4383-bc40-489b-ae89-733b542695c3,Male,1967.88,Withdrawal,2024-01-27,2024,1,P03,Credit Card,2024-06-30,2024,Sunday,Purchased,5
C01,34,38622.26,620,Fair,419138.86,3.33,24,Personal,10.852261364301311,1,89f291ca-1138-4a63-b57f-41433609197f,Female,1881.18,Withdrawal,2024-05-24,2024,5,P015,Home Equity Line,2024-11-23,2024,Saturday,Viewed,5
C042,57,88947.63,791,Excellent,458810.95,9.04,48,Personal,5.158214445961067,0,66e22b59-4753-4f2f-97ff-433551d4e1cc,Male,444.03,Deposit,2024-02-25,2024,2,P038,Recurring Deposit,2024-12-09,2024,Monday,Purchased,7
C06,28,179019.23,739,Good,672411.56,10.76,48,Business,3.7560856451008084,0,af6ec7d3-341a-4901-8815-b9fbb06fde97,Female,576.64,Withdrawal,2024-07-19,2024,7,P02,Checking Account,2024-04-15,2024,Monday,Purchased,6
C025,39,26641.95,722,Good,531243.16,5.94,48,Mortgage,19.94010048063299,0,2dcb2111-cb41-4b78-849b-a5d5cd2d51bd,Female,284.03,Withdrawal,2024-09-30,2024,9,P02,Checking Account,2024-04-30,2024,Tuesday,Clicked,6
C021,31,141312.73,841,Excellent,261992.48,13.0,12,Mortgage,1.8539906489670108,0,6d560d30-7529-4583-b514-b1661165a5cb,Male,1463.98,Withdrawal,2024-08-30,2024,8,P026,Emergency Loan,2024-04-29,2024,Monday,Clicked,4
C087,64,198487.64,627,Fair,235473.15,2.87,12,Education,1.186336590026462,0,8745d9bc-0bbb-4460-b000-25e5106cbcc0,Male,319.07,Deposit,2024-10-16,2024,10,P019,Home Improvement Loan,2024-07-19,2024,Friday,Viewed,9
C022,51,90435.91,563,Poor,567867.79,3.78,24,Education,6.27922901422676,0,350f2bcc-d21f-412f-9fb3-5f822af526d5,Female,917.77,Withdrawal,2024-08-22,2024,8,P046,Child Education Fund,2024-01-20,2024,Saturday,Clicked,7
C011,55,127420.03,588,Fair,667084.43,6.94,60,Business,5.235318418933036,1,373f9aef-be38-4576-bc00-c48d5dbdb048,Male,1368.53,Deposit,2024-07-13,2024,7,P047,Healthcare Savings,2024-05-19,2024,Sunday,Purchased,4
C049,32,134345.28,785,Excellent,941925.95,10.09,48,Personal,7.011232177267411,0,f79139fc-1e57-4f52-944a-62ceda84d5b2,Female,1352.42,Deposit,2024-03-16,2024,3,P047,Healthcare Savings,2023-12-15,2023,Friday,Viewed,1
C044,47,196140.55,621,Fair,201127.13,5.43,60,Mortgage,1.0254235037069082,0,b626154d-c1f8-4d22-903f-d5684ca556e7,Male,250.08,Deposit,2024-03-26,2024,3,P039,Loan Against Property,2024-12-07,2024,Saturday,Viewed,4
C074,48,60524.02,560,Poor,511809.81,13.5,12,Business,8.456308916691258,1,a08c1d72-b4b4-49ea-bdf4-c594d8447eb7,Male,1327.22,Withdrawal,2024-09-11,2024,9,P03,Credit Card,2024-12-06,2024,Friday,Purchased,8
C039,68,52812.25,465,Poor,742960.43,11.8,48,Personal,14.067956392692984,0,0f287735-a0ab-4e20-b305-31c9e3062719,Male,1268.66,Withdrawal,2024-04-27,2024,4,P041,Retirement Savings,2024-02-27,2024,Tuesday,Purchased,6
C07,30,68070.47,447,Poor,394803.56,11.75,36,Education,5.799924108060368,0,b45ee103-d0d2-4368-ab90-0a38a092bceb,Male,1862.57,Deposit,2024-01-19,2024,1,P038,Recurring Deposit,2024-10-10,2024,Thursday,Viewed,10
C015,70,164919.54,356,Poor,955041.58,13.01,36,Auto,5.790954667955052,0,101fac36-6b22-4cf7-b601-93838e860400,Female,988.14,Withdrawal,2024-06-29,2024,6,P037,Fixed Deposit,2024-12-09,2024,Monday,Clicked,5
C045,34,24155.89,434,Poor,828210.45,2.05,36,Mortgage,34.286066462465264,0,755c8024-b112-4854-a209-57da10277d09,Male,486.23,Deposit,2024-01-18,2024,1,P015,Home Equity Line,2024-08-08,2024,Thursday,Viewed,9
C054,27,79804.15,775,Excellent,352959.56,13.18,60,Education,4.422822121405967,0,d705bbe6-c8c3-41c7-86f1-2885a91ba0e5,Male,640.89,Withdrawal,2024-02-17,2024,2,P015,Home Equity Line,2024-10-23,2024,Wednesday,Purchased,4
C059,63,28468.23,382,Poor,201444.09,2.02,24,Business,7.07610167544663,1,75091895-b341-43bc-a145-68e22cecf8ec,Male,735.52,Withdrawal,2024-02-08,2024,2,P023,Long-Term Loan,2024-05-24,2024,Friday,Purchased,7
C040,40,165756.58,727,Good,234008.89,12.27,48,Personal,1.4117622962539407,0,083889aa-b0cf-4159-b3df-f01f27d58718,Male,698.21,Withdrawal,2024-06-05,2024,6,P029,Small Business Loan,2024-02-11,2024,Sunday,Clicked,4
C068,69,199771.37,542,Poor,534927.1,5.91,60,Auto,2.6776965087639937,0,118c8e41-1366-4ea4-b3f6-bb81679b6860,Male,1021.37,Withdrawal,2024-04-24,2024,4,P013,Bond,2024-01-23,2024,Tuesday,Viewed,7
C098,35,110458.92,586,Fair,533812.8,12.11,24,Personal,4.832681688359799,0,1a61a68d-08bb-4a94-b7cd-a9743faf2c68,Female,1622.18,Withdrawal,2024-08-08,2024,8,P046,Child Education Fund,2024-03-17,2024,Sunday,Viewed,9
C026,21,195187.42,818,Excellent,867977.18,8.39,48,Auto,4.446890993282252,0,accba75a-6e5c-44cb-ac9e-1c07d426c2e8,Female,1998.72,Withdrawal,2024-11-09,2024,11,P011,Insurance Policy,2024-02-14,2024,Wednesday,Clicked,2
C076,26,125981.42,726,Good,100606.08,14.69,24,Auto,0.798578711051201,0,bb95ef24-11d4-4855-8aa8-80d0d09acc1c,Male,232.44,Withdrawal,2024-07-28,2024,7,P015,Home Equity Line,2024-05-20,2024,Monday,Clicked,2
C09,31,133972.18,490,Poor,809987.7,4.67,12,Mortgage,6.045939537596537,0,81b2c7cf-42a7-4894-8954-c740c101a830,Male,1351.99,Deposit,2024-09-15,2024,9,P017,Business Credit Line,2024-04-17,2024,Wednesday,Clicked,9
